Level 3 Area,Cost Center Name,Well Customer,Month,Year,Safety Observation Card Count,Near Miss (NM),Environmental (ENV) Incident Count,Property/ Equipment Damage (EQP DMG) Incident Count,First Aid Cases (FAC),Medical Treatment Only (MTO),Restricted Work Case (RWC),Lost Time Incident (LTI),Fatality (FTL),Total Recordable Cases (TTL REC),Total Class 1 Incidents,Class 1 Incident Rate (C1IR),Total Recordable Incident Rate (TRIR),Lost Time Incident Rate (LTIR),Total Hurt Rate (THR),Work Hours,Count of STARs
US Drilling - Houston,0,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7034.5,0
US Drilling - Houston,0,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6908.75,0
US Drilling - Houston,0,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7086.75,0
US Drilling - Houston,0,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5923.25,0
US Drilling - Houston,0,,2020-DEC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6173.5,0
US Drilling - Houston,0,,2021-JAN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6893,0
US Drilling - Houston,0,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6196.5,0
US Drilling - Houston,0,,2021-MAR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7650.5,0
US Drilling - Houston,0,,2021-APR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7043.5,0
US Drilling - Houston,0,,2021-MAY,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6924,0
US Drilling - Houston,0,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7504.75,0
US Drilling - Houston,0,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
US Drilling - Houston,0,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
US Drilling - Houston,0,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
US Drilling - Houston,0,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
US Drilling - Houston,20054,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0
US Drilling - Houston,20054,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0
US Drilling - Houston,20054,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0
US Drilling - Houston,20054,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0
US Drilling - Houston,20054,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,1
US Drilling - Houston,20054,,2020-JUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0
US Drilling - Houston,20054,,2020-JUL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0
US Drilling - Houston,20054,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0
US Drilling - Houston,20054,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688,0
US Drilling - Houston,20054,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,0
US Drilling - Houston,20054,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0
US Drilling - Houston,20054,,2020-DEC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0
US Drilling - Houston,20054,,2021-JAN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0
US Drilling - Houston,20054,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0
US Drilling - Houston,20054,,2021-MAR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0
US Drilling - Houston,20054,,2021-APR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0
US Drilling - Houston,20054,,2021-MAY,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0
US Drilling - Houston,20054,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0
US Drilling - Houston,20054,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
US Drilling - Houston,20054,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
US Drilling - Houston,20054,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
US Drilling - Houston,20309,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3307.5,0
US Drilling - Houston,20309,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2856,0
US Drilling - Houston,20309,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2733,0
US Drilling - Houston,20309,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2214.5,0
US Drilling - Houston,20309,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560,0
US Drilling - Houston,20309,,2020-JUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2395,0
US Drilling - Houston,20309,,2020-JUL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137.5,0
US Drilling - Houston,20309,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340,0
US Drilling - Houston,20309,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471.5,0
US Drilling - Houston,20309,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1692,0
US Drilling - Houston,20309,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0
US Drilling - Houston,20309,,2020-DEC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,0
US Drilling - Houston,20309,,2021-JAN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,0
US Drilling - Houston,20309,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201,0
US Drilling - Houston,20309,,2021-MAR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1958,0
US Drilling - Houston,20309,,2021-APR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365,0
US Drilling - Houston,20309,,2021-MAY,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2285,0
US Drilling - Houston,20309,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371,0
US Drilling - Houston,20309,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
US Drilling - Houston,20309,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
US Drilling - Houston,20309,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
US Drilling - Houston,20309,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
US Drilling - Houston,22225,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0
US Drilling - Houston,225CS,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,0,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80626,0
Houston,0,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72282.5,0
Houston,0,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78022,0
Houston,0,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73825.75,0
Houston,0,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67810,0
Houston,0,,2020-JUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71861.5,0
Houston,0,,2020-JUL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68563.25,0
Houston,0,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66645,0
Houston,0,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67893.25,0
Houston,0,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68294.25,0
Houston,0,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55091.25,0
Houston,0,,2020-DEC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50346,0
Houston,0,,2021-JAN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63990,0
Houston,0,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56328.5,0
Houston,0,,2021-MAR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71119,0
Houston,0,,2021-APR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65147.75,0
Houston,0,,2021-MAY,2021,0,0,0,0,0,1,0,0,0,1,0,0,3.23,0,3.23,61887.5,0
Houston,0,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67970.75,0
Houston,0,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,0,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,0,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,0,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,702,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0
Houston,702,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0
Houston,702,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,0
Houston,702,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
Houston,702,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
Houston,702,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0
Houston,014RD,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0
Houston,014RD,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,0
Houston,014RD,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0
Houston,014RD,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0
Houston,014RD,,2020-JUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0
Houston,014RD,,2020-JUL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0
Houston,014RD,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0
Houston,014RD,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0
Houston,014RD,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0
Houston,014RD,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0
Houston,014RD,,2021-JAN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0
Houston,20022,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5016.5,0
Houston,20022,,2020-FEB,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4615,0
Houston,20022,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,0
Houston,20022,,2020-APR,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920,0
Houston,20022,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3858,0
Houston,20022,,2020-JUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2960.5,0
Houston,20022,,2020-JUL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2844,0
Houston,20022,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3027.5,0
Houston,20022,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695,0
Houston,20022,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2779.5,0
Houston,20022,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2574.5,0
Houston,20022,,2020-DEC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2621,0
Houston,20022,,2021-JAN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2572.5,0
Houston,20022,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312.5,0
Houston,20022,,2021-MAR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2592,0
Houston,20022,,2021-APR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2263.5,0
Houston,20022,,2021-MAY,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2158,0
Houston,20022,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2251.5,0
Houston,20022,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,20022,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,20022,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,20022,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,20031,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950.5,0
Houston,20031,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0
Houston,20031,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,0
Houston,20031,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906.5,0
Houston,20031,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,0
Houston,20031,,2020-JUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142.5,0
Houston,20031,,2020-JUL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0
Houston,20031,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0
Houston,20031,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883.5,0
Houston,20031,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041.5,0
Houston,20031,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894.5,0
Houston,20031,,2020-DEC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091,0
Houston,20031,,2021-JAN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954.5,0
Houston,20031,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821.5,0
Houston,20031,,2021-MAR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1117,0
Houston,20031,,2021-APR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,0
Houston,20031,,2021-MAY,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310,0
Houston,20031,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494,0
Houston,20031,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,20031,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,20031,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,20031,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,21206,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0
Houston,21206,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,0
Houston,21206,,2020-JUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0
Houston,21206,,2020-JUL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,0
Houston,21206,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748,0
Houston,21206,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0
Houston,21206,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0
Houston,21206,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0
Houston,21206,,2020-DEC,2020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0
Houston,21206,,2021-JAN,2021,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,0
Houston,21206,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0
Houston,21206,,2021-MAR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0
Houston,21206,,2021-APR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,0
Houston,21206,,2021-MAY,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,0
Houston,21206,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0
Houston,21206,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,21206,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,21206,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,21206,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,25334,,2020-SEP,2020,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0
Houston,25334,,2021-JUN,2021,0,0,0,0,1,0,0,0,0,0,0,,,,,0,0
NOC,0,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1657.5,0
NOC,0,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458,0
NOC,0,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671,0
NOC,0,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1508,0
NOC,0,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,0
NOC,0,,2020-JUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1534,0
NOC,0,,2020-JUL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1510,0
NOC,0,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1502,0
NOC,0,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1445,0
NOC,0,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,0
NOC,0,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318.5,0
NOC,0,,2020-DEC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1209,0
NOC,0,,2021-JAN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496.5,0
NOC,0,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1294.5,0
NOC,0,,2021-MAR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1580,0
NOC,0,,2021-APR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1226,0
NOC,0,,2021-MAY,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,0
NOC,0,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,0
NOC,0,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,0,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,0,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,0,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,75,,2020-FEB,2020,10,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,75,,2020-MAR,2020,2,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,75,,2020-NOV,2020,18,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,75,,2021-APR,2021,4,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,75,,2021-MAY,2021,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,75,,2021-JUN,2021,1,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,000P3,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0
NOC,000P3,,2020-FEB,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.5,0
NOC,000P3,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.5,0
NOC,000P3,,2020-APR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0
NOC,000P3,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0
NOC,000P3,,2020-JUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0
NOC,000P3,,2020-JUL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0
NOC,000P3,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0
NOC,000P3,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0
NOC,000P3,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0
NOC,000P3,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0
NOC,000P3,,2020-DEC,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0
NOC,000P3,,2021-JAN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0
NOC,000P3,,2021-FEB,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0
NOC,000P3,,2021-MAR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0
NOC,000P3,,2021-APR,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0
NOC,000P3,,2021-MAY,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0
NOC,000P3,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0
NOC,000P3,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,000P3,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,000P3,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,000P3,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,00AUX,,2020-JAN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0
NOC,00AUX,,2020-MAR,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0
NOC,00AUX,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
NOC,00AUX,,2020-JUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
NOC,00AUX,,2020-JUL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
NOC,00AUX,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
NOC,00AUX,,2021-JUN,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
NOC,00AUX,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,00PXP,ANADARKO PETROLEUM CORP,2020-JAN,2020,146,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6598.5,10
NOC,00PXP,ANADARKO PETROLEUM CORP,2020-FEB,2020,237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8220,20
NOC,00PXP,ANADARKO PETROLEUM CORP,2020-MAR,2020,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7908,9
NOC,00PXP,ANADARKO PETROLEUM CORP,2020-APR,2020,487,0,0,0,2,0,0,0,0,0,0,0,0,0,22.85,17506.5,14
NOC,00PXP,ANADARKO PETROLEUM CORP,2020-MAY,2020,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7668.5,2
NOC,00PXP,ANADARKO PETROLEUM CORP,2020-NOV,2020,43,0,0,1,0,1,0,0,0,1,0,0,48.43,0,48.43,4130,0
NOC,00PXP,ANADARKO PETROLEUM CORP,2020-DEC,2020,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8136.5,7
NOC,00PXP,ANADARKO PETROLEUM CORP,2021-JAN,2021,263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14495.5,11
NOC,00PXP,ANADARKO PETROLEUM CORP,2021-FEB,2021,396,3,0,1,0,0,0,0,0,0,0,0,0,0,0,15541.5,18
NOC,00PXP,ANADARKO PETROLEUM CORP,2021-MAR,2021,575,1,1,3,0,0,0,0,0,0,0,0,0,0,0,17490.5,19
NOC,00PXP,ANADARKO PETROLEUM CORP,2021-APR,2021,475,2,0,1,0,0,0,0,0,0,0,0,0,0,0,17461,22
NOC,00PXP,ANADARKO PETROLEUM CORP,2021-MAY,2021,481,1,0,0,1,0,1,0,0,1,0,0,11.38,0,22.75,17581.5,16
NOC,00PXP,ANADARKO PETROLEUM CORP,2021-JUN,2021,431,1,0,2,0,0,0,0,0,0,0,0,0,0,0,15373,20
NOC,00PXP,,2020-JAN,2020,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12286,29
NOC,00PXP,,2020-FEB,2020,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9669,23
NOC,00PXP,,2020-MAR,2020,354,0,0,0,1,0,0,0,0,0,0,0,0,0,18.44,10846,9
NOC,00PXP,,2020-MAY,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3903,0
NOC,00PXP,,2020-JUN,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996.5,0
NOC,00PXP,,2020-JUL,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,0
NOC,00PXP,,2020-AUG,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,0
NOC,00PXP,,2020-SEP,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,0
NOC,00PXP,,2020-OCT,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,0
NOC,00PXP,,2020-NOV,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,0
NOC,00PXP,,2020-DEC,2020,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2907,6
NOC,00PXP,,2021-JAN,2021,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704,3
NOC,00PXP,,2021-JUN,2021,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1724.5,0
NOC,00PXP,,2021-JUL,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,00PXP,,2021-AUG,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,00PXP,,2021-SEP,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
NOC,00PXP,,2021-OCT,2021,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0
